respondent_id,age,gender,state,location_type,family_income,education_level,stream,board,academic_performance,career_clarity,urgency,decision_maker,primary_info_source,past_career_spend,career_domain_interest,preferred_feature,motivation,fear_score,risk_score,wtp_monthly,wtp_onetime,platform_adoption,persona_label
R0912,19,Male,Gujarat,Rural,₹2–5L,Undergraduate,Arts/Humanities,CBSE,Above 90%,Very clear,3–6 months,Both equally,Family/Friends,Coaching classes,Arts/Design,AI career roadmap,Social status,1,4,316.0,1384.0,Yes,Focused Climber
R0913,18,Female,Bihar,Metro,₹2–5L,Postgraduate,Science PCM,CBSE,80–90%,Not clear at all,1–2 years,Both equally,Family/Friends,Career counsellor,Arts/Design,AI career roadmap,Family expectations,4,2,208.0,695.0,No,Confused Drifter
R0914,16,Female,Andhra Pradesh,Metro,₹2–5L,Class 11-12,Arts/Humanities,CBSE,80–90%,Somewhat unclear,More than 2 years,Relatives,School Counsellor,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,3,3,223.0,978.0,Yes,Confused Drifter
R0915,20,Male,Kerala,Rural,Above ₹20L,Undergraduate,Not Applicable,CBSE,60–70%,Not clear at all,1–2 years,Parents,School Counsellor,Coaching classes,Finance/Banking,Skill assessment,Family expectations,4,1,231.0,943.0,No,Passive Explorer
R0916,17,Female,Karnataka,Rural,₹2–5L,Class 11-12,Science PCM,State Board,70–80%,Somewhat clear,More than 2 years,Myself,School Counsellor,Online courses,Engineering/Tech,AI career roadmap,Financial security,3,5,324.0,1072.0,No,Focused Climber
R0917,22,Male,West Bengal,Rural,₹5–10L,Undergraduate,Science PCM,CBSE,Above 90%,Somewhat unclear,6–12 months,Both equally,Social Media,Career counsellor,Science Research,1-on-1 mentorship,Financial security,3,2,306.0,775.0,Yes,Anxious Achiever
R0918,20,Male,Uttar Pradesh,Tier-2,₹10–20L,Working Professional,Science PCM,Other,80–90%,Not clear at all,1–2 years,Teachers/Counsellor,Social Media,Nothing,Arts/Design,1-on-1 mentorship,Family expectations,4,4,301.0,986.0,No,Confused Drifter
R0919,20,Male,Gujarat,Tier-2,₹5–10L,Class 9-10,Science PCM,CBSE,Above 90%,Not clear at all,More than 2 years,Myself,Social Media,Coaching classes,Engineering/Tech,College matchmaking,Family expectations,4,4,293.0,1161.0,No,Confused Drifter
R0920,24,Male,West Bengal,Tier-2,₹5–10L,Class 11-12,Science PCB,State Board,60–70%,Somewhat clear,Within 3 months,Both equally,Family/Friends,Coaching classes,Medicine/Healthcare,Skill assessment,Family expectations,5,3,395.0,1488.0,Yes,Career Switcher
R0921,22,Male,Maharashtra,Tier-3,₹2–5L,Undergraduate,Not Applicable,Other,70–80%,Not clear at all,More than 2 years,Both equally,YouTube,Coaching classes,Science Research,Entrance exam navigator,Social status,5,1,200.0,833.0,No,Confused Drifter
R0922,18,Female,Gujarat,Tier-2,₹5–10L,Postgraduate,Science PCM,CBSE,70–80%,Somewhat clear,1–2 years,Both equally,YouTube,Online courses,Engineering/Tech,1-on-1 mentorship,Social status,4,4,357.0,1309.0,Yes,Career Switcher
R0923,22,Male,Maharashtra,Metro,Above ₹20L,Undergraduate,Science PCM,Other,60–70%,Not clear at all,Within 3 months,Both equally,Family/Friends,Nothing,Arts/Design,1-on-1 mentorship,Family expectations,4,2,513.0,2306.0,No,Confused Drifter
R0924,25,Female,West Bengal,Tier-2,₹5–10L,Postgraduate,Vocational,ICSE,Above 90%,Very clear,3–6 months,Both equally,YouTube,Online courses,Science Research,AI career roadmap,Passion/Interest,5,5,516.0,2362.0,Yes,Focused Climber
R0925,18,Female,Tamil Nadu,Tier-2,₹5–10L,Class 11-12,Science PCM,CBSE,80–90%,Not clear at all,6–12 months,Both equally,YouTube,Nothing,Engineering/Tech,Skill assessment,Unclear,5,3,266.0,954.0,No,Confused Drifter
R0926,18,Female,West Bengal,Tier-2,₹10–20L,Class 11-12,Arts/Humanities,State Board,60–70%,Somewhat clear,6–12 months,Both equally,YouTube,Career counsellor,Law,1-on-1 mentorship,Passion/Interest,3,5,525.0,2028.0,Yes,Career Switcher
R0927,20,Male,Tamil Nadu,Tier-2,₹5–10L,Postgraduate,Science PCM,State Board,70–80%,Not clear at all,Within 3 months,Both equally,Social Media,Nothing,Law,AI career roadmap,Family expectations,3,1,164.0,721.0,No,Passive Explorer
R0928,19,Male,Andhra Pradesh,Tier-3,₹5–10L,Undergraduate,Not Applicable,CBSE,80–90%,Somewhat clear,Within 3 months,Both equally,Social Media,Nothing,Arts/Design,1-on-1 mentorship,Passion/Interest,3,3,353.0,1732.0,Yes,Career Switcher
R0929,19,Male,Haryana,Rural,₹5–10L,Class 11-12,Science PCB,ICSE,60–70%,Very clear,3–6 months,Both equally,YouTube,Exam prep material,Medicine/Healthcare,1-on-1 mentorship,Family expectations,2,4,411.0,1578.0,Yes,Focused Climber
R0930,19,Female,Tamil Nadu,Tier-2,,Undergraduate,Science PCB,State Board,60–70%,Not clear at all,3–6 months,Both equally,YouTube,Exam prep material,Medicine/Healthcare,Entrance exam navigator,Family expectations,4,1,259.0,1181.0,Yes,Confused Drifter
R0931,18,Male,Bihar,Tier-3,Below ₹2L,Postgraduate,Arts/Humanities,CBSE,70–80%,Not clear at all,1–2 years,Parents,YouTube,Nothing,Government/UPSC,1-on-1 mentorship,Financial security,5,4,159.0,748.0,No,Confused Drifter
R0932,25,Male,Uttar Pradesh,Tier-3,₹2–5L,Class 11-12,Not Applicable,State Board,70–80%,Very clear,Within 3 months,Parents,Online Platforms,Online courses,Education/Teaching,Scholarship finder,Passion/Interest,2,1,337.0,1238.0,Yes,Focused Climber
R0933,20,Female,Madhya Pradesh,Tier-2,₹5–10L,Working Professional,Commerce,CBSE,80–90%,Not clear at all,3–6 months,Teachers/Counsellor,YouTube,Nothing,Finance/Banking,AI career roadmap,Social status,4,2,298.0,1327.0,Yes,Confused Drifter
R0934,18,Female,Maharashtra,Metro,₹5–10L,Class 9-10,Science PCB,State Board,80–90%,Very clear,3–6 months,Parents,Family/Friends,Coaching classes,Medicine/Healthcare,Scholarship finder,Family expectations,5,4,520.0,2214.0,Yes,Focused Climber
R0935,18,Male,Uttar Pradesh,Metro,,Undergraduate,Commerce,State Board,60–70%,Somewhat clear,1–2 years,Both equally,Family/Friends,Online courses,Finance/Banking,1-on-1 mentorship,Passion/Interest,4,4,297.0,1018.0,Yes,Career Switcher
R0936,20,Female,Tamil Nadu,Tier-3,₹2–5L,Undergraduate,Science PCM,Other,70–80%,Not clear at all,1–2 years,Both equally,YouTube,Nothing,Government/UPSC,AI career roadmap,Social status,2,3,167.0,655.0,No,Confused Drifter
R0937,20,Female,Other,Tier-3,Below ₹2L,Class 11-12,Science PCM,Other,70–80%,Somewhat clear,3–6 months,Both equally,Online Platforms,Exam prep material,Education/Teaching,AI career roadmap,Passion/Interest,1,3,258.0,824.0,Yes,Career Switcher
R0938,18,Male,Karnataka,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,ICSE,70–80%,Somewhat unclear,6–12 months,Teachers/Counsellor,Family/Friends,Exam prep material,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,2,2,234.0,1018.0,No,Anxious Achiever
R0939,17,Male,Gujarat,Metro,₹5–10L,Undergraduate,Science PCB,State Board,60–70%,Somewhat unclear,More than 2 years,Myself,Online Platforms,Online courses,Business/Management,Scholarship finder,Financial security,4,1,327.0,1183.0,No,Anxious Achiever
R0940,18,Male,Bihar,Metro,₹5–10L,Class 11-12,Vocational,State Board,Above 90%,Not clear at all,More than 2 years,Myself,Social Media,Online courses,Engineering/Tech,1-on-1 mentorship,Financial security,3,5,290.0,1289.0,Yes,Confused Drifter
R0941,23,Male,Other,Tier-2,₹5–10L,Undergraduate,Science PCB,CBSE,60–70%,Somewhat unclear,6–12 months,Parents,YouTube,Nothing,Medicine/Healthcare,College matchmaking,Passion/Interest,4,3,360.0,1241.0,Yes,Anxious Achiever
R0942,17,Female,Tamil Nadu,Tier-3,Above ₹20L,Class 11-12,Arts/Humanities,CBSE,Above 90%,Not clear at all,1–2 years,Myself,YouTube,Online courses,Arts/Design,AI career roadmap,Family expectations,3,1,383.0,1070.0,Yes,Confused Drifter
R0943,23,Male,Punjab,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,State Board,70–80%,Somewhat clear,More than 2 years,Both equally,Online Platforms,Coaching classes,Education/Teaching,AI career roadmap,Passion/Interest,3,4,331.0,978.0,Yes,Career Switcher
R0944,24,Male,Gujarat,Tier-2,Above ₹20L,Undergraduate,Commerce,CBSE,Below 60%,Somewhat clear,6–12 months,Both equally,YouTube,Career counsellor,Government/UPSC,Entrance exam navigator,Social status,5,3,609.0,2272.0,Yes,Career Switcher
R0945,19,Male,Telangana,Tier-2,₹10–20L,Undergraduate,Vocational,State Board,80–90%,Not clear at all,More than 2 years,Parents,Social Media,Nothing,Business/Management,College matchmaking,Family expectations,2,3,355.0,1755.0,No,Confused Drifter
R0946,21,Male,Haryana,Tier-2,₹2–5L,Undergraduate,Science PCB,State Board,80–90%,Not clear at all,More than 2 years,Parents,Family/Friends,Nothing,Business/Management,Scholarship finder,Financial security,4,3,194.0,566.0,No,Confused Drifter
R0947,24,Female,Gujarat,Metro,₹2–5L,Class 9-10,Vocational,State Board,Above 90%,Somewhat clear,3–6 months,Parents,YouTube,Online courses,Business/Management,Scholarship finder,Passion/Interest,3,5,439.0,1637.0,Yes,Focused Climber
R0948,19,Female,Rajasthan,Tier-2,Below ₹2L,Postgraduate,Science PCM,State Board,60–70%,Very clear,Within 3 months,Parents,School Counsellor,Coaching classes,Science Research,Scholarship finder,Family expectations,3,5,279.0,957.0,Yes,Focused Climber
R0949,21,Female,Uttar Pradesh,Metro,Above ₹20L,Postgraduate,Arts/Humanities,CBSE,60–70%,Not clear at all,1–2 years,Parents,Online Platforms,Nothing,Science Research,College matchmaking,Family expectations,2,1,297.0,1002.0,No,Passive Explorer
R0950,22,Female,Uttar Pradesh,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,State Board,80–90%,Not clear at all,More than 2 years,Myself,Career Books,Nothing,Business/Management,1-on-1 mentorship,Passion/Interest,4,3,179.0,771.0,No,Confused Drifter
R0951,23,Male,Tamil Nadu,Tier-2,₹2–5L,Undergraduate,Science PCB,State Board,60–70%,Somewhat clear,1–2 years,Parents,YouTube,Exam prep material,Medicine/Healthcare,Scholarship finder,Unclear,5,3,249.0,1177.0,No,Confused Drifter
R0952,18,Male,Maharashtra,Metro,₹2–5L,Class 11-12,Science PCM,CBSE,70–80%,Somewhat clear,3–6 months,Both equally,School Counsellor,Nothing,Science Research,1-on-1 mentorship,Passion/Interest,1,4,324.0,1230.0,No,Career Switcher
R0953,21,Male,Karnataka,Tier-2,₹5–10L,Working Professional,Science PCM,CBSE,80–90%,Somewhat unclear,Within 3 months,Parents,Family/Friends,Online courses,Government/UPSC,AI career roadmap,Social status,5,1,334.0,1027.0,Yes,Anxious Achiever
R0954,21,Male,Punjab,Tier-3,₹5–10L,Undergraduate,Commerce,CBSE,Above 90%,Not clear at all,6–12 months,Both equally,School Counsellor,Nothing,Law,AI career roadmap,Financial security,5,2,270.0,961.0,No,Confused Drifter
R0955,19,Female,Tamil Nadu,Rural,Below ₹2L,Undergraduate,Arts/Humanities,CBSE,80–90%,Somewhat unclear,6–12 months,Parents,Social Media,Exam prep material,Education/Teaching,Entrance exam navigator,Unclear,4,3,147.0,659.0,Yes,Anxious Achiever
R0956,22,Female,West Bengal,Tier-3,₹5–10L,Undergraduate,Vocational,CBSE,Below 60%,Somewhat unclear,1–2 years,Both equally,Online Platforms,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,3,5,348.0,1480.0,No,Anxious Achiever
R0957,17,Female,Kerala,Tier-2,₹5–10L,Undergraduate,Arts/Humanities,CBSE,Above 90%,Very clear,Within 3 months,Parents,Family/Friends,Career counsellor,Business/Management,1-on-1 mentorship,Financial security,4,4,438.0,1172.0,Yes,Focused Climber
R0958,15,Male,Bihar,Tier-2,Above ₹20L,Undergraduate,Science PCM,CBSE,70–80%,Somewhat clear,Within 3 months,Parents,School Counsellor,Coaching classes,Engineering/Tech,1-on-1 mentorship,Unclear,4,2,587.0,2336.0,Yes,Career Switcher
R0959,16,Female,Karnataka,Tier-2,₹5–10L,Class 9-10,Science PCB,State Board,80–90%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Nothing,Medicine/Healthcare,AI career roadmap,Passion/Interest,3,4,188.0,697.0,No,Passive Explorer
R0960,20,Female,Gujarat,Tier-3,₹2–5L,Class 9-10,Not Applicable,CBSE,Above 90%,Somewhat unclear,1–2 years,Parents,YouTube,Online courses,Finance/Banking,AI career roadmap,Passion/Interest,5,2,251.0,1093.0,Yes,Anxious Achiever
R0961,16,Male,Bihar,Metro,₹2–5L,Postgraduate,Not Applicable,CBSE,60–70%,Not clear at all,1–2 years,Both equally,Social Media,Nothing,Business/Management,AI career roadmap,Family expectations,4,3,239.0,1137.0,No,Confused Drifter
R0962,18,Prefer not to say,Madhya Pradesh,Tier-3,₹5–10L,Undergraduate,Arts/Humanities,Other,80–90%,Not clear at all,6–12 months,Parents,Family/Friends,Nothing,Government/UPSC,Entrance exam navigator,Passion/Interest,3,5,293.0,1241.0,No,Confused Drifter
R0963,21,Male,West Bengal,Tier-2,₹2–5L,Undergraduate,Science PCM,ICSE,60–70%,Somewhat unclear,1–2 years,Parents,Family/Friends,Career counsellor,Education/Teaching,College matchmaking,Financial security,5,1,278.0,799.0,Yes,Anxious Achiever
R0964,19,Male,Rajasthan,Rural,₹5–10L,Working Professional,Vocational,State Board,80–90%,Not clear at all,1–2 years,Myself,Family/Friends,Nothing,Business/Management,1-on-1 mentorship,Family expectations,5,3,197.0,845.0,No,Confused Drifter
R0965,20,Male,Other,Tier-3,₹10–20L,Class 11-12,Arts/Humanities,CBSE,60–70%,Somewhat clear,Within 3 months,Parents,Online Platforms,Career counsellor,Law,Scholarship finder,Passion/Interest,2,4,436.0,1232.0,Yes,Career Switcher
R0966,17,Female,Bihar,Tier-3,₹10–20L,Class 9-10,Science PCM,CBSE,60–70%,Very clear,3–6 months,Both equally,Online Platforms,Online courses,Science Research,College matchmaking,Unclear,3,4,594.0,2276.0,No,Focused Climber
R0967,20,Female,West Bengal,Tier-2,₹10–20L,Undergraduate,Science PCB,ICSE,70–80%,Somewhat unclear,More than 2 years,Parents,Family/Friends,Career counsellor,Medicine/Healthcare,Scholarship finder,Financial security,5,3,521.0,1668.0,Yes,Anxious Achiever
R0968,19,Male,West Bengal,Tier-3,₹5–10L,Undergraduate,Science PCB,State Board,60–70%,Somewhat unclear,1–2 years,Both equally,Social Media,Online courses,Medicine/Healthcare,College matchmaking,Financial security,4,2,349.0,1077.0,No,Anxious Achiever
R0969,20,Female,Haryana,Tier-2,₹2–5L,Class 11-12,Arts/Humanities,State Board,60–70%,Not clear at all,3–6 months,Myself,Family/Friends,Nothing,Finance/Banking,College matchmaking,Social status,2,1,188.0,702.0,Yes,Confused Drifter
R0970,22,Male,Rajasthan,Tier-2,₹5–10L,Undergraduate,Science PCB,CBSE,60–70%,Somewhat unclear,Within 3 months,Both equally,YouTube,Coaching classes,Government/UPSC,AI career roadmap,Passion/Interest,3,3,294.0,936.0,Yes,Anxious Achiever
R0971,15,Female,Tamil Nadu,Tier-2,₹5–10L,Class 11-12,Commerce,State Board,70–80%,Not clear at all,1–2 years,Parents,Career Books,Career counsellor,Business/Management,AI career roadmap,Financial security,2,2,177.0,545.0,No,Passive Explorer
R0972,19,Female,West Bengal,Tier-3,₹2–5L,Postgraduate,Arts/Humanities,CBSE,80–90%,Not clear at all,6–12 months,Myself,School Counsellor,Online courses,Law,Scholarship finder,Passion/Interest,4,2,156.0,496.0,No,Confused Drifter
R0973,18,Female,Tamil Nadu,Tier-3,₹5–10L,Undergraduate,Not Applicable,ICSE,60–70%,Somewhat unclear,3–6 months,Both equally,YouTube,Coaching classes,Arts/Design,1-on-1 mentorship,Passion/Interest,4,3,281.0,969.0,Yes,Anxious Achiever
R0974,21,Male,Maharashtra,Tier-3,₹5–10L,Class 9-10,Arts/Humanities,CBSE,Above 90%,Not clear at all,1–2 years,Myself,Social Media,Exam prep material,Government/UPSC,AI career roadmap,Passion/Interest,1,3,230.0,659.0,No,Confused Drifter
R0975,20,Female,Uttar Pradesh,Metro,₹5–10L,Undergraduate,Commerce,CBSE,80–90%,Somewhat unclear,More than 2 years,Both equally,Family/Friends,Coaching classes,Business/Management,Scholarship finder,Family expectations,5,5,370.0,1069.0,Yes,Anxious Achiever
R0976,20,Male,Other,Rural,₹2–5L,Undergraduate,Science PCM,ICSE,70–80%,Somewhat unclear,6–12 months,Both equally,Family/Friends,Coaching classes,Medicine/Healthcare,Entrance exam navigator,Financial security,5,1,210.0,853.0,No,Anxious Achiever
R0977,23,Male,Maharashtra,Tier-2,Above ₹20L,Undergraduate,Science PCB,CBSE,70–80%,Very clear,3–6 months,Parents,Online Platforms,Coaching classes,Medicine/Healthcare,AI career roadmap,Passion/Interest,2,4,771.0,3598.0,Yes,Focused Climber
R0978,18,Female,West Bengal,Tier-3,₹5–10L,Working Professional,Science PCM,State Board,Below 60%,Somewhat clear,Within 3 months,Myself,Social Media,Online courses,Business/Management,AI career roadmap,Passion/Interest,3,1,322.0,1523.0,Yes,Career Switcher
R0979,18,Male,Uttar Pradesh,Rural,Below ₹2L,Undergraduate,Commerce,CBSE,80–90%,Not clear at all,3–6 months,Myself,Online Platforms,Nothing,Finance/Banking,1-on-1 mentorship,Financial security,4,1,96.0,279.0,Yes,Confused Drifter
R0980,16,Female,Other,Tier-2,Below ₹2L,Class 11-12,Science PCB,ICSE,60–70%,Somewhat unclear,3–6 months,Both equally,YouTube,Coaching classes,Science Research,College matchmaking,Social status,4,1,199.0,628.0,Yes,Anxious Achiever
R0981,19,Female,Madhya Pradesh,Tier-3,₹5–10L,Class 11-12,Science PCB,CBSE,Below 60%,Very clear,3–6 months,Both equally,Social Media,Coaching classes,Medicine/Healthcare,Scholarship finder,Social status,1,5,422.0,1177.0,Yes,Focused Climber
R0982,25,Male,Other,Metro,₹5–10L,Working Professional,Not Applicable,State Board,60–70%,Not clear at all,More than 2 years,Both equally,Family/Friends,Nothing,Education/Teaching,AI career roadmap,Family expectations,3,1,241.0,1039.0,No,Passive Explorer
R0983,17,Male,Punjab,Tier-3,₹2–5L,Undergraduate,Science PCM,CBSE,70–80%,Not clear at all,6–12 months,Both equally,YouTube,Nothing,Engineering/Tech,Scholarship finder,Family expectations,4,2,227.0,805.0,No,Confused Drifter
R0984,18,Female,Maharashtra,Tier-2,₹2–5L,Class 11-12,Vocational,CBSE,70–80%,Not clear at all,More than 2 years,Myself,YouTube,Career counsellor,Finance/Banking,Entrance exam navigator,Financial security,5,1,165.0,784.0,Yes,Passive Explorer
R0985,17,Female,Maharashtra,Rural,₹2–5L,Postgraduate,Science PCM,State Board,60–70%,Not clear at all,6–12 months,Teachers/Counsellor,YouTube,Nothing,Engineering/Tech,Skill assessment,Financial security,5,2,177.0,548.0,No,Confused Drifter
R0986,20,Male,Maharashtra,Tier-2,Above ₹20L,Class 9-10,Arts/Humanities,ICSE,70–80%,Somewhat unclear,1–2 years,Both equally,YouTube,Coaching classes,Education/Teaching,College matchmaking,Passion/Interest,4,5,580.0,2351.0,Yes,Anxious Achiever
R0987,19,Male,Other,Tier-2,₹5–10L,Undergraduate,Not Applicable,ICSE,60–70%,Somewhat clear,Within 3 months,Myself,YouTube,Online courses,Arts/Design,Entrance exam navigator,Passion/Interest,5,5,375.0,1165.0,Yes,Career Switcher
R0988,16,Male,Gujarat,Tier-2,₹2–5L,Class 11-12,Arts/Humanities,State Board,Below 60%,Very clear,3–6 months,Myself,YouTube,Career counsellor,Business/Management,1-on-1 mentorship,Financial security,4,5,341.0,1238.0,Yes,Focused Climber
R0989,21,Female,Tamil Nadu,Rural,₹5–10L,Undergraduate,Science PCM,CBSE,Above 90%,Not clear at all,Within 3 months,Parents,YouTube,Exam prep material,Business/Management,College matchmaking,Social status,5,2,302.0,1050.0,Yes,Anxious Achiever
R0990,19,Female,Other,Rural,₹2–5L,Undergraduate,Science PCM,CBSE,70–80%,Very clear,3–6 months,Both equally,YouTube,Online courses,Medicine/Healthcare,College matchmaking,Social status,1,3,294.0,1397.0,Yes,Focused Climber
R0991,21,Male,Andhra Pradesh,Tier-2,,Postgraduate,Arts/Humanities,State Board,70–80%,Not clear at all,3–6 months,Both equally,Social Media,Exam prep material,Business/Management,AI career roadmap,Passion/Interest,4,3,272.0,1121.0,No,Confused Drifter
R0992,16,Male,Other,Tier-3,₹10–20L,Postgraduate,Science PCM,CBSE,60–70%,Somewhat unclear,3–6 months,Myself,Online Platforms,Coaching classes,Finance/Banking,College matchmaking,Family expectations,4,3,374.0,1776.0,Yes,Anxious Achiever
R0993,24,Female,Madhya Pradesh,Tier-3,₹5–10L,Undergraduate,Science PCB,State Board,Above 90%,Somewhat unclear,3–6 months,Parents,YouTube,Exam prep material,Medicine/Healthcare,College matchmaking,Family expectations,5,3,336.0,1441.0,No,Anxious Achiever
R0994,20,Female,Andhra Pradesh,Tier-3,₹2–5L,Undergraduate,Science PCB,State Board,70–80%,Not clear at all,6–12 months,Myself,YouTube,Nothing,Arts/Design,AI career roadmap,Social status,1,1,176.0,712.0,No,Confused Drifter
R0995,18,Male,Tamil Nadu,Tier-2,₹10–20L,Undergraduate,Science PCM,State Board,70–80%,Not clear at all,6–12 months,Both equally,Online Platforms,Nothing,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,3,2,350.0,1469.0,Yes,Confused Drifter
R0996,15,Female,Uttar Pradesh,Tier-2,₹2–5L,Class 9-10,Science PCM,CBSE,Above 90%,Somewhat unclear,Within 3 months,Myself,YouTube,Online courses,Medicine/Healthcare,Entrance exam navigator,Financial security,4,4,300.0,890.0,Yes,Anxious Achiever
R0997,20,Male,Maharashtra,Tier-2,Above ₹20L,Undergraduate,Not Applicable,CBSE,70–80%,Somewhat clear,3–6 months,Teachers/Counsellor,YouTube,Exam prep material,Science Research,AI career roadmap,Passion/Interest,1,2,601.0,2824.0,Yes,Career Switcher
R0998,20,Male,Tamil Nadu,Tier-2,₹2–5L,Undergraduate,Vocational,State Board,Below 60%,Not clear at all,1–2 years,Myself,YouTube,Nothing,Other,AI career roadmap,Passion/Interest,4,1,213.0,930.0,No,Confused Drifter
R0999,16,Male,Maharashtra,Rural,₹5–10L,Postgraduate,Science PCM,State Board,Above 90%,Very clear,3–6 months,Both equally,YouTube,Coaching classes,Science Research,AI career roadmap,Passion/Interest,5,4,385.0,1232.0,Yes,Focused Climber
R1000,16,Female,Karnataka,Metro,Below ₹2L,Class 11-12,Not Applicable,State Board,80–90%,Very clear,Within 3 months,Both equally,Family/Friends,Coaching classes,Arts/Design,College matchmaking,Social status,2,5,302.0,1276.0,Yes,Focused Climber
R1001,20,Male,Maharashtra,Rural,Above ₹20L,Class 11-12,Arts/Humanities,State Board,70–80%,Somewhat clear,3–6 months,Both equally,Online Platforms,Online courses,Law,AI career roadmap,Financial security,5,4,626.0,1676.0,Yes,Focused Climber
R1002,18,Male,West Bengal,Metro,₹5–10L,Undergraduate,Vocational,CBSE,Above 90%,Somewhat unclear,Within 3 months,Parents,Family/Friends,Online courses,Arts/Design,Scholarship finder,Passion/Interest,3,2,336.0,909.0,No,Anxious Achiever
R1003,18,Female,Uttar Pradesh,Tier-2,₹5–10L,Working Professional,Commerce,CBSE,Above 90%,Not clear at all,1–2 years,Parents,Social Media,Exam prep material,Education/Teaching,Scholarship finder,Family expectations,3,2,266.0,1190.0,No,Confused Drifter
R1004,18,Female,Haryana,Metro,₹10–20L,Undergraduate,Not Applicable,State Board,80–90%,Somewhat unclear,6–12 months,Myself,YouTube,Career counsellor,Government/UPSC,AI career roadmap,Passion/Interest,5,5,506.0,1689.0,No,Anxious Achiever
R1005,22,Female,Madhya Pradesh,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,State Board,Above 90%,Not clear at all,6–12 months,Parents,School Counsellor,Online courses,Business/Management,Scholarship finder,Passion/Interest,5,2,267.0,680.0,No,Confused Drifter
R1006,16,Male,Uttar Pradesh,Tier-2,₹2–5L,Class 11-12,Science PCM,CBSE,80–90%,Very clear,3–6 months,Both equally,YouTube,Online courses,Law,AI career roadmap,Passion/Interest,2,2,371.0,1782.0,Yes,Focused Climber
R1007,18,Male,Tamil Nadu,Rural,₹2–5L,Postgraduate,Not Applicable,CBSE,70–80%,Not clear at all,More than 2 years,Parents,Online Platforms,Exam prep material,Arts/Design,AI career roadmap,Financial security,4,2,152.0,443.0,No,Passive Explorer
R1008,25,Male,Uttar Pradesh,Tier-3,Below ₹2L,Undergraduate,Commerce,State Board,80–90%,Somewhat unclear,6–12 months,Parents,Online Platforms,Online courses,Finance/Banking,1-on-1 mentorship,Family expectations,5,2,192.0,512.0,No,Anxious Achiever
R1009,20,Male,Uttar Pradesh,Tier-3,₹5–10L,Undergraduate,Commerce,State Board,80–90%,Not clear at all,More than 2 years,Both equally,Social Media,Online courses,Finance/Banking,AI career roadmap,Social status,4,2,191.0,511.0,No,Passive Explorer
R1010,24,Male,Bihar,Tier-3,₹5–10L,Undergraduate,Science PCM,CBSE,Below 60%,Somewhat unclear,More than 2 years,Myself,School Counsellor,Career counsellor,Engineering/Tech,1-on-1 mentorship,Financial security,4,2,301.0,913.0,Yes,Anxious Achiever
R1011,21,Female,Tamil Nadu,Tier-2,₹5–10L,Class 11-12,Commerce,Other,70–80%,Somewhat clear,6–12 months,Both equally,YouTube,Coaching classes,Government/UPSC,Skill assessment,Passion/Interest,3,3,421.0,2023.0,Yes,Career Switcher
R1012,18,Male,Haryana,Tier-2,₹2–5L,Postgraduate,Commerce,CBSE,70–80%,Very clear,Within 3 months,Both equally,Social Media,Coaching classes,Engineering/Tech,1-on-1 mentorship,Passion/Interest,2,4,385.0,1699.0,Yes,Focused Climber
R1013,18,Male,Uttar Pradesh,Tier-3,,Class 11-12,Science PCM,IB,60–70%,Not clear at all,6–12 months,Teachers/Counsellor,Family/Friends,Nothing,Science Research,College matchmaking,Unclear,1,3,261.0,1067.0,No,Confused Drifter
R1014,22,Female,Telangana,Rural,₹5–10L,Postgraduate,Arts/Humanities,State Board,80–90%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Online courses,Arts/Design,AI career roadmap,Family expectations,4,4,267.0,882.0,No,Confused Drifter
R1015,20,Male,Other,Rural,₹5–10L,Postgraduate,Arts/Humanities,CBSE,80–90%,Somewhat unclear,6–12 months,Parents,Social Media,Coaching classes,Government/UPSC,College matchmaking,Financial security,5,3,330.0,1017.0,Yes,Anxious Achiever
R1016,17,Female,Gujarat,Tier-3,₹10–20L,Undergraduate,Science PCB,CBSE,80–90%,Somewhat clear,3–6 months,Both equally,Online Platforms,Nothing,Education/Teaching,1-on-1 mentorship,Financial security,3,4,436.0,2150.0,Yes,Career Switcher
R1017,20,Female,Uttar Pradesh,Tier-2,₹2–5L,Class 9-10,Arts/Humanities,State Board,Above 90%,Very clear,1–2 years,Relatives,Family/Friends,Coaching classes,Law,AI career roadmap,Financial security,2,3,358.0,1350.0,Yes,Focused Climber
R1018,21,Male,Uttar Pradesh,Rural,₹5–10L,Undergraduate,Commerce,CBSE,60–70%,Not clear at all,More than 2 years,Teachers/Counsellor,School Counsellor,Nothing,Business/Management,1-on-1 mentorship,Unclear,5,2,199.0,735.0,No,Confused Drifter
R1019,20,Male,Bihar,Metro,Below ₹2L,Undergraduate,Commerce,State Board,70–80%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Online courses,Finance/Banking,AI career roadmap,Passion/Interest,1,1,175.0,852.0,Yes,Passive Explorer
